"Year","zeroRing","raw_growth","BAI","spline_growth","fss_growth","Site","Species","Neighborhood","ID","label","siteno","Region","hilo","tree.uniqueID","hegyi","DBH","prev3","next3","Name","Longitude","Latitude","Date","Month","hydroyear","total_ppt_mm","mean_temp_C","spei1","spei6","spei12","spi12","spei_prev3","spei_next3","cutoff","droughtyear","reduction","resistance","recovery","resilience","rel_res","drought_fx3"
1899,"no",0.52,108.113512943579,0.881365745977896,0.916297848649662,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,107.333560207446,117.001000020767,"bm1",-116.7484844,33.83053568,"1899-09",9,1899,331,7.91666666666667,-2.23107537015941,-0.850372889592075,-1.30701601522932,-1.84079056310824,-0.451790279298891,-0.411493196041714,-1.22263476274539,"yes","no",1.00726662503904,1.08220514564008,1.09006912464876,0.082802499609729,-0.00721420213714894
1959,"no",0.455,202.913977238852,0.813521161081504,0.840398257556658,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,274.153046410922,229.860778785509,"bm1",-116.7484844,33.83053568,"1959-09",9,1959,396,9.625,0.240290783088125,-1.19094252936119,-1.49689672742896,-1.45119274017417,0.150055950471859,-0.799242421681646,-1.22263476274539,"yes","yes",0.740148540734103,1.13279913938574,0.838439629961201,0.0982910892270986,0.351080148058076
1961,"no",0.35,158.094367106603,0.634740657928856,0.661226801362143,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,261.107399657317,241.858940008589,"bm1",-116.7484844,33.83053568,"1961-09",9,1961,317,9.04166666666667,-0.0890074867503333,-1.05001821756663,-1.68035511846084,-1.92782739713442,-0.272440049549065,-0.198589458889725,-1.22263476274539,"yes","yes",0.605476395207832,1.52983907292221,0.926281447121032,0.3208050519132,0.651592048698689
1981,"no",0.44,224.997095938917,0.939815729929541,0.964124885925201,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,260.137302025829,233.509948092166,"bm1",-116.7484844,33.83053568,"1981-09",9,1981,410,10.1916666666667,0.240805535882948,-1.41993794455855,-1.57997504654302,-1.36992548986309,1.49902944928251,0.845479272272137,-1.22263476274539,"yes","yes",0.864916696631908,1.03783538679788,0.897641154396921,0.0327244577650129,0.156180709534366
2000,"no",0.35,197.458523056077,0.910086768903502,0.920294841313793,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,207.97157489199,171.379822099427,"bm1",-116.7484844,33.83053568,"2000-09",9,2000,464,10,0.688772818819319,-0.260422932630073,-1.28604576651371,-1.06415308393207,0.312577933858627,-1.1613384360908,-1.22263476274539,"yes","yes",0.949449573378607,0.867928208147068,0.824054066948493,-0.125395506430114,0.0532418235141334
2002,"no",0.2,113.631406280343,0.532549465908911,0.541698695364805,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,215.233889909539,217.499370911859,"bm1",-116.7484844,33.83053568,"2002-09",9,2002,248,9.69166666666667,-0.635852956481398,-1.80134882325097,-2.20442954184766,-2.37994754281987,-1.154498635018,0.0403297573376963,-1.22263476274539,"yes","yes",0.527943839736863,1.91407796516449,1.01052567048466,0.4825818307478,0.894140862593299
2004,"no",0.37,211.682712113737,1.00949921755134,1.03066070391615,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,171.379822099427,210.502023054702,"bm1",-116.7484844,33.83053568,"2004-09",9,2004,425,9.43333333333333,0.808323134386297,-0.855570319200913,-1.33810064225093,-1.28377974623267,-1.1613384360908,-0.382825051091511,-1.22263476274539,"yes","no",1.23516706646438,0.994422364267516,1.22827775449888,-0.00688931196549913,-0.190392921613055
2007,"no",0.225,130.376487823054,0.63747734251644,0.653515499199631,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,237.604097818263,204.209805668643,"bm1",-116.7484844,33.83053568,"2007-09",9,2007,234,9.61666666666667,0.113827001218813,-1.59458229381623,-2.25825083238519,-2.47786070818537,-0.0761083210467561,-0.535383842874911,-1.22263476274539,"yes","yes",0.548713128351748,1.5663085352153,0.859454056322032,0.310740927970284,0.822445916327627
2009,"no",0.295,172.115059500122,0.857802957405043,0.880967245925005,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,201.765515684459,208.638273212958,"bm1",-116.7484844,33.83053568,"2009-09",9,2009,482,10.1333333333333,-1.48928239782569,-2.12666432538702,-1.25563736243254,-0.964911142895179,-1.0458817714111,-0.0490695194997779,-1.22263476274539,"yes","yes",0.853044976076549,1.21220231291156,1.03406309301758,0.18101811694103,0.172271132290525
2013,"no",0.315,186.495385712664,0.96692005802087,0.995016710678276,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,208.638273212958,188.740603442368,"bm1",-116.7484844,33.83053568,"2013-09",9,2013,497,10.2,1.59820230639031,-0.849771599800908,-1.22731668009577,-0.883265793306673,-0.0490695194997779,-1.3075070533174,-1.22263476274539,"yes","yes",0.893869484446447,1.01203899882629,0.904630778120557,0.0107612936741101,0.118731556899805
2014,"no",0.385,228.785463980069,1.19847813573307,1.2337296142864,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,NA,NA,"bm1",-116.7484844,33.83053568,"2014-09",9,2014,438,10.2333333333333,0.626088984786947,-0.501842754285817,-1.45726349586901,-1.2098762672619,-0.492804215338941,-0.839504443168223,-1.22263476274539,"yes",NA,NA,NA,NA,NA,NA
2015,"no",0.415,247.655911492741,1.31037544157464,1.34939080187522,"bm","AC",1,4,"11AC1_4A",11,"San Jac","high","11ac1_4",4.85559395831027,30.4,NA,NA,"bm1",-116.7485,33.8305,"2015-09",9,2015,474.454,11.0694444444444,0.782932339269179,0.572182065490498,-1.51356275164608,-1.00634953996992,-1.25144443099854,-1.17697735772726,-1.22263476274539,"yes",NA,NA,NA,NA,NA,NA
1899,"no",1.155,768.216243396251,0.634952890964981,0.753895991458036,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,983.695491692037,776.925288010718,"bm2",-116.7493229,33.8302751,"1899-09",9,1899,331,7.91666666666667,-2.23107537709078,-0.850373579952979,-1.30701601671373,-1.84079056310824,-0.451790140120249,-0.411493286686118,-1.22263448110968,"yes","yes",0.780949236714358,1.01133670979927,0.789802631578948,0.0088533948645908,0.280492960345594
1959,"no",1.415,1939.04101565862,0.692988709754507,0.771812157090562,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,2736.15449222058,2249.55582409993,"bm2",-116.7493229,33.8302751,"1959-09",9,1959,396,9.625,0.240290748736721,-1.19094253642334,-1.49689687368738,-1.45119274017417,0.150055862810053,-0.799242346023192,-1.22263448110968,"yes","yes",0.708673805215198,1.16013833948522,0.822159651619033,0.113485846403835,0.411086444342805
1961,"no",1.39,1932.57711023403,0.680488425806155,0.759256515963969,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,2374.04292525494,2255.66352527747,"bm2",-116.7493229,33.8302751,"1961-09",9,1961,317,9.04166666666667,-0.0890075645365609,-1.0500182245199,-1.68035511677027,-1.92782739713442,-0.272440038769451,-0.198589557744255,-1.22263448110968,"yes","yes",0.814044720790588,1.16717905502064,0.950135947956898,0.13609122716631,0.228433738909105
1981,"no",2.66,4435.11766764569,1.38974957337527,1.04273338818177,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,5097.60973639098,4383.15203378386,"bm2",-116.7493229,33.8302751,"1981-09",9,1981,410,10.1916666666667,0.240805592959515,-1.41993755663773,-1.57997508755172,-1.36992548986309,1.49902947491235,0.84547926097672,-1.22263448110968,"yes","yes",0.870038684206075,0.988283144268998,0.859844566462842,-0.0101941177432333,0.149374180887735
2000,"no",1.345,2540.3991836216,0.892949268517842,1.05495303573158,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,2536.25730786715,1880.11924116339,"bm2",-116.7493229,33.8302751,"2000-09",9,2000,464,10,0.688772843409329,-0.260422313473728,-1.28604580364627,-1.06415308393207,0.312577901131465,-1.16133820841499,-1.22263448110968,"yes","no",1.00163306607007,0.740088114216402,0.74129672700459,-0.260336339065479,-0.00163040351341112
2002,"no",0.96,1826.53704844181,0.66002599138183,0.817923635216155,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,2628.51632842543,2284.29377542753,"bm2",-116.7493229,33.8302751,"2002-09",9,2002,248,9.69166666666667,-0.635852895293692,-1.80134871619669,-2.20442936284484,-2.37994754281987,-1.1544985751494,0.0403299157668962,-1.22263448110968,"yes","yes",0.694892791301763,1.25061453167688,0.869043022759495,0.174150231457733,0.439070907796685
2004,"no",1.065,2039.44678810624,0.759503430419281,0.966229838709676,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,1880.11924116339,2128.01883552629,"bm2",-116.7493229,33.8302751,"2004-09",9,2004,425,9.43333333333333,0.808323165022259,-0.855570093769825,-1.33810045795764,-1.28377974623267,-1.16133820841499,-0.382824892586805,-1.22263448110968,"yes","no",1.08474332023976,1.04342944760147,1.13185312342716,0.0471098031873967,-0.0781229242518242
2007,"no",0.72,1394.53538600971,0.544080870386988,0.699490254872562,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,2342.9893028918,1687.64681834759,"bm2",-116.7493229,33.8302751,"2007-09",9,2007,234,9.61666666666667,0.11382698732689,-1.59458195530839,-2.25825058222041,-2.47786070818537,-0.0761081844992165,-0.535383739828628,-1.22263448110968,"yes","yes",0.595194943608374,1.21018572585424,0.720296424855477,0.125101481247103,0.680121799989582
2009,"no",0.78,1519.00465862627,0.61387943757527,0.758190327613111,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,1733.21784508274,2090.60843604806,"bm2",-116.7493229,33.8302751,"2009-09",9,2009,482,10.1333333333333,-1.48928226282199,-2.12666443141028,-1.25563733982501,-0.964911142895179,-1.04588156614936,-0.049069458374858,-1.22263448110968,"yes","yes",0.876407234633429,1.37630153019986,1.20620061810422,0.329793383470791,0.141022073395213
2013,"no",0.965,1903.97408722043,0.828187835083594,0.837951994511233,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,NA,NA,"bm2",-116.7493229,33.8302751,"2013-09",9,2013,497,10.2,1.59820233370709,-0.849770711474276,-1.22731641639002,-0.883265793306673,-0.049069458374858,-1.30750708921356,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2014,"no",1.11,2197.29933111824,0.97466229048553,0.936499091207394,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,NA,NA,"bm2",-116.7493229,33.8302751,"2014-09",9,2014,438,10.2333333333333,0.626089064204154,-0.501842233559873,-1.45726360776486,-1.2098762672619,-0.492804068290424,-0.839504373635279,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2015,"no",1.41,2802.32672222117,1.26739272410372,1.15676781590572,"bm","AC",2,1,"11AC2_1A",11,"San Jac","high","11ac2_1",0.649809686942996,74.9,NA,NA,"bm2",-116.7493,33.8303,"2015-09",9,2015,474.454,11.0694444444444,0.782932454983545,0.572182759956857,-1.5135629308139,-1.00634953996992,-1.25144430665509,-1.17697734264976,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
1899,"no",1.185,597.823797687911,0.898655607432383,0.904088049650212,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,614.417087945576,666.844588287277,"bm2",-116.7493229,33.8302751,"1899-09",9,1899,331,7.91666666666667,-2.23107537709078,-0.850373579952979,-1.30701601671373,-1.84079056310824,-0.451790140120249,-0.411493286686118,-1.22263448110968,"yes","yes",0.972993442755396,1.11545340092901,1.08532884480313,0.112335402047738,0.0277561554455338
1959,"no",0.815,789.998004821021,0.672314303289588,0.776924271866695,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,1119.78480867601,986.261780190932,"bm2",-116.7493229,33.8302751,"1959-09",9,1959,396,9.625,0.240290748736721,-1.19094253642334,-1.49689687368738,-1.45119274017417,0.150055862810053,-0.799242346023192,-1.22263448110968,"yes","yes",0.705490911021633,1.24843578613135,0.880760100109816,0.175269189088183,0.417452704744111
1961,"no",0.825,809.255025309746,0.682167187649601,0.777422558295799,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,988.084296629093,1063.1429141494,"bm2",-116.7493229,33.8302751,"1961-09",9,1961,317,9.04166666666667,-0.0890075645365609,-1.0500182245199,-1.68035511677027,-1.92782739713442,-0.272440038769451,-0.198589557744255,-1.22263448110968,"yes","yes",0.81901415503775,1.31373038275849,1.07596377938236,0.256949624344612,0.220980118413103
1981,"no",1.26,1435.67454180839,1.10801937589382,0.912280962928177,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,1661.69132018286,1588.02105099601,"bm2",-116.7493229,33.8302751,"1981-09",9,1981,410,10.1916666666667,0.240805592959515,-1.41993755663773,-1.57997508755172,-1.36992548986309,1.49902947491235,0.84547926097672,-1.22263448110968,"yes","yes",0.863983896630335,1.10611493395691,0.955665490761097,0.0916815941307626,0.157428979753151
2000,"no",0.835,1075.74721949506,0.902038960289408,1.05064077669903,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,1041.58271354653,764.937284603878,"bm2",-116.7493229,33.8302751,"2000-09",9,2000,464,10,0.688772843409329,-0.260422313473728,-1.28604580364627,-1.06415308393207,0.312577901131465,-1.16133820841499,-1.22263448110968,"yes","no",1.03280056927232,0.71107530722964,0.73439898210226,-0.298401587170058,-0.0317588605663029
2002,"no",0.485,629.040547249554,0.540666768630608,0.707391734941929,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,1066.61193929731,719.215461421399,"bm2",-116.7493229,33.8302751,"2002-09",9,2002,248,9.69166666666667,-0.635852895293692,-1.80134871619669,-2.20442936284484,-2.37994754281987,-1.1544985751494,0.0403299157668962,-1.22263448110968,"yes","yes",0.589755771592026,1.14335310269923,0.674299091284521,0.0845433196924953,0.695617148943764
2004,"no",0.495,645.291691887324,0.570312687851951,0.794983642311887,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,764.937284603878,703.158179230313,"bm2",-116.7493229,33.8302751,"2004-09",9,2004,425,9.43333333333333,0.808323165022259,-0.855570093769825,-1.33810045795764,-1.28377974623267,-1.16133820841499,-0.382824892586805,-1.22263448110968,"yes","yes",0.843587709574763,1.08967493006727,0.919236378436491,0.0756486688617284,0.185413192546489
2007,"no",0.415,545.30453666081,0.503769763742835,0.700896580483737,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,736.487230972484,861.133453795389,"bm2",-116.7493229,33.8302751,"2007-09",9,2007,234,9.61666666666667,0.11382698732689,-1.59458195530839,-2.25825058222041,-2.47786070818537,-0.0761081844992165,-0.535383739828628,-1.22263448110968,"yes","yes",0.740412750864357,1.5791789649662,1.16924424155775,0.428831490693391,0.350598026347603
2009,"no",0.61,805.89171475459,0.768098410001867,1.02147453290952,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,718.355738411803,857.288406186796,"bm2",-116.7493229,33.8302751,"2009-09",9,2009,482,10.1333333333333,-1.48928226282199,-2.12666443141028,-1.25563733982501,-0.964911142895179,-1.04588156614936,-0.049069458374858,-1.22263448110968,"yes","no",1.12185602712149,1.06377617549754,1.19340371399017,0.0715476868686789,-0.108620022690572
2013,"no",0.6,802.255949576594,0.816588440286426,0.935861700437535,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,NA,NA,"bm2",-116.7493229,33.8302751,"2013-09",9,2013,497,10.2,1.59820233370709,-0.849770711474276,-1.22731641639002,-0.883265793306673,-0.049069458374858,-1.30750708921356,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2014,"no",0.615,824.659824886625,0.854282091933456,0.942575550083995,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,NA,NA,"bm2",-116.7493229,33.8302751,"2014-09",9,2014,438,10.2333333333333,0.626089064204154,-0.501842233559873,-1.45726360776486,-1.2098762672619,-0.492804068290424,-0.839504373635279,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2015,"no",0.685,921.321133050419,0.971574888270476,1.03191430006126,"bm","AC",2,3,"11AC2_3A",11,"San Jac","high","11ac2_3",2.45386438735576,17.8,NA,NA,"bm2",-116.7493,33.8303,"2015-09",9,2015,474.454,11.0694444444444,0.782932454983545,0.572182759956857,-1.5135629308139,-1.00634953996992,-1.25144430665509,-1.17697734264976,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2000,"no",0.85,63.6345299947882,0.934406370437469,0.851078032174087,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,63.4786022794149,69.1412444976941,"bm2",-116.7493229,33.8302751,"2000-09",9,2000,464,10,0.688772843409329,-0.260422313473728,-1.28604580364627,-1.06415308393207,0.312577901131465,-1.16133820841499,-1.22263448110968,"yes","no",1.00245638230481,1.08653657854245,1.08920552776751,0.0867491454627016,-0.00245036327582055
2002,"no",0.52,44.0426157292062,0.580202753262365,0.542697299292874,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,75.132130788396,108.15508668636,"bm2",-116.7493229,33.8302751,"2002-09",9,2002,248,9.69166666666667,-0.635852895293692,-1.80134871619669,-2.20442936284484,-2.37994754281987,-1.1544985751494,0.0403299157668962,-1.22263448110968,"yes","yes",0.586202138380035,2.4556917180248,1.43953173630828,0.853329597928243,0.705896199497826
2004,"no",0.855,81.6697065607,0.932860598043216,0.883240875953444,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,69.1412444976941,114.491286369569,"bm2",-116.7493229,33.8302751,"2004-09",9,2004,425,9.43333333333333,0.808323165022259,-0.855570093769825,-1.33810045795764,-1.28377974623267,-1.16133820841499,-0.382824892586805,-1.22263448110968,"yes","no",1.18120099159372,1.40188193629023,1.65590433324334,0.474703341649625,-0.153404029359335
2007,"no",0.415,48.4933885813628,0.428038705553503,0.405984925218382,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,125.550059029348,126.210971583847,"bm2",-116.7493229,33.8302751,"2007-09",9,2007,234,9.61666666666667,0.11382698732689,-1.59458195530839,-2.25825058222041,-2.47786070818537,-0.0761081844992165,-0.535383739828628,-1.22263448110968,"yes","yes",0.386247437526311,2.60264286072912,1.00526413575277,0.619016698226459,1.58901393988376
2009,"no",0.95,121.201073779168,0.893885513520864,0.887002319607927,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,105.935342037089,163.121124791853,"bm2",-116.7493229,33.8302751,"2009-09",9,2009,482,10.1333333333333,-1.48928226282199,-2.12666443141028,-1.25563733982501,-0.964911142895179,-1.04588156614936,-0.049069458374858,-1.22263448110968,"yes","no",1.14410423800524,1.34587194408083,1.53981779503523,0.395713557029992,-0.125953766464922
2013,"no",1.335,208.925414781498,0.891983876492727,0.856200467268314,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,NA,NA,"bm2",-116.7493229,33.8302751,"2013-09",9,2013,497,10.2,1.59820233370709,-0.849770711474276,-1.22731641639002,-0.883265793306673,-0.049069458374858,-1.30750708921356,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2014,"no",1.725,286.542702438517,1.04664609755028,0.993622711376263,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,NA,NA,"bm2",-116.7493229,33.8302751,"2014-09",9,2014,438,10.2333333333333,0.626089064204154,-0.501842233559873,-1.45726360776486,-1.2098762672619,-0.492804068290424,-0.839504373635279,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2015,"no",2.15,383.313573646124,1.19032256385797,1.1239311452149,"bm","AC",2,10,"11AC210A",11,"San Jac","high","11ac2_10",10.6127508627825,8.1,NA,NA,"bm2",-116.7493,33.8303,"2015-09",9,2015,474.454,11.0694444444444,0.782932454983545,0.572182759956857,-1.5135629308139,-1.00634953996992,-1.25144430665509,-1.17697734264976,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
1981,"no",0.92,48.2385268773407,0.8398288346047,0.804290178987153,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,45.5644293905437,89.8499425917498,"bm2",-116.7493229,33.8302751,"1981-09",9,1981,410,10.1916666666667,0.240805592959515,-1.41993755663773,-1.57997508755172,-1.36992548986309,1.49902947491235,0.84547926097672,-1.22263448110968,"yes","no",1.05868826895376,1.86261787844843,1.9719316974569,0.913243428503136,-0.0554348911523895
2000,"no",0.905,170.034068526383,0.836297377875329,0.820946212561533,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,198.969498222762,186.915547550142,"bm2",-116.7493229,33.8302751,"2000-09",9,2000,464,10,0.688772843409329,-0.260422313473728,-1.28604580364627,-1.06415308393207,0.312577901131465,-1.16133820841499,-1.22263448110968,"yes","yes",0.854573540392693,1.09928292118199,0.939418097847718,0.0848445574550253,0.170174306520748
2002,"no",0.635,126.846437237851,0.573795783181926,0.562465366195808,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,219.359743541499,256.423389730572,"bm2",-116.7493229,33.8302751,"2002-09",9,2002,248,9.69166666666667,-0.635852895293692,-1.80134871619669,-2.20442936284484,-2.37994754281987,-1.1544985751494,0.0403299157668962,-1.22263448110968,"yes","yes",0.578257592710279,2.02152614858034,1.16896284427895,0.590705251568671,0.729333107954579
2004,"no",0.915,193.29960416144,0.789005182990586,0.760439880135784,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,186.915547550142,274.082203496584,"bm2",-116.7493229,33.8302751,"2004-09",9,2004,425,9.43333333333333,0.808323165022259,-0.855570093769825,-1.33810045795764,-1.28377974623267,-1.16133820841499,-0.382824892586805,-1.22263448110968,"yes","no",1.03415476505284,1.41791394082564,1.46634245833968,0.432187693286843,-0.0330267443588063
2007,"no",0.665,156.237764388144,0.51503918519219,0.496091794771174,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,286.436150087682,353.832972904593,"bm2",-116.7493229,33.8302751,"2007-09",9,2007,234,9.61666666666667,0.11382698732689,-1.59458195530839,-2.25825058222041,-2.47786070818537,-0.0761081844992165,-0.535383739828628,-1.22263448110968,"yes","yes",0.545454071842249,2.26470837118202,1.23529440259646,0.68984033075421,0.833334925198267
2009,"no",1.165,292.595137765289,0.825364221749607,0.81082186683722,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,288.663879618282,416.185706916778,"bm2",-116.7493229,33.8302751,"2009-09",9,2009,482,10.1333333333333,-1.48928226282199,-2.12666443141028,-1.25563733982501,-0.964911142895179,-1.04588156614936,-0.049069458374858,-1.22263448110968,"yes","no",1.01361880867189,1.42239447345372,1.44176579164364,0.428146982971752,-0.0134358286915938
2013,"no",1.63,471.16444229258,0.952920653540659,0.907330557818291,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,NA,NA,"bm2",-116.7493229,33.8302751,"2013-09",9,2013,497,10.2,1.59820233370709,-0.849770711474276,-1.22731641639002,-0.883265793306673,-0.049069458374858,-1.30750708921356,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2014,"no",2.025,608.594433941477,1.12993044616571,1.04741780982129,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,NA,NA,"bm2",-116.7493229,33.8302751,"2014-09",9,2014,438,10.2333333333333,0.626089064204154,-0.501842233559873,-1.45726360776486,-1.2098762672619,-0.492804068290424,-0.839504373635279,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
2015,"no",2.115,663.151174884085,1.12831950765359,1.02165366609478,"bm","AC",2,11,"11AC211A",11,"San Jac","high","11ac2_11",5.61077341833843,11.6,NA,NA,"bm2",-116.7493,33.8303,"2015-09",9,2015,474.454,11.0694444444444,0.782932454983545,0.572182759956857,-1.5135629308139,-1.00634953996992,-1.25144430665509,-1.17697734264976,-1.22263448110968,"yes",NA,NA,NA,NA,NA,NA
1981,"no",1.655,153.718364159598,0.73631922294366,0.752694692479117,"bm","AC",3,1,"11AC3_1A",11,"San Jac","high","11ac3_1",7.74112576617428,17.2,165.222248138513,196.798291179989,"bm3",-116.7506888,33.83172032,"1981-09",9,1981,410,10.1916666666667,0.24080527639903,-1.41993970813945,-1.57997486010699,-1.36992548986309,1.49902933276256,0.845479323624092,-1.22263604313174,"yes","yes",0.930373275339585,1.2802523124411,1.19111253718691,0.260739261847322,0.0748374082811026
2000,"no",1.665,546.587406020881,0.961635915972776,0.913160055853225,"bm","AC",3,1,"11AC3_1A",11,"San Jac","high","11ac3_1",7.74112576617428,17.2,554.80693814004,435.187237382934,"bm3",-116.7506888,33.83172032,"2000-09",9,2000,464,10,0.688772707027187,-0.260425747465103,-1.28604559769967,-1.06415308393207,0.31257808264458,-1.16133947116187,-1.22263604313174,"yes","yes",0.985184878641363,0.796189653455552,0.784394007115116,-0.200790871526247,0.0150379098175645
2002,"no",0.575,198.660574945158,0.3440715102947,0.328040810816457,"bm","AC",3,1,"11AC3_1A",11,"San Jac","high","11ac3_1",7.74112576617428,17.2,577.252963151469,669.672990333243,"bm3",-116.7506888,33.83172032,"2002-09",9,2002,248,9.69166666666667,-0.635853234655568,-1.80134930994543,-2.20443035563957,-2.37994754281987,-1.15449890719544,0.0403290370788714,-1.22263604313174,"yes","yes",0.344148211661983,3.37094056290792,1.1601031663436,0.815954954681614,1.90572481888177
2004,"no",1.39,502.663935193062,0.845785151264423,0.824472994602918,"bm","AC",3,1,"11AC3_1A",11,"San Jac","high","11ac3_1",7.74112576617428,17.2,435.187237382934,712.689273922459,"bm3",-116.7506888,33.83172032,"2004-09",9,2004,425,9.43333333333333,0.808322995107796,-0.855571344064861,-1.33810148009437,-1.28377974623267,-1.16133947116187,-0.38282577169351,-1.22263604313174,"yes","no",1.15505210634372,1.41782456234647,1.63766124716416,0.482609140820436,-0.13423819193277
2007,"no",0.69,275.211056276834,0.420277564441274,0.407803891657478,"bm","AC",3,1,"11AC3_1A",11,"San Jac","high","11ac3_1",7.74112576617428,17.2,788.506900227869,693.833068296471,"bm3",-116.7506888,33.83172032,"2007-09",9,2007,234,9.61666666666667,0.113827064374842,-1.59458383275306,-2.25825196969653,-2.47786070818537,-0.0761089418261233,-0.535384311349228,-1.22263604313174,"yes","yes",0.34902808865376,2.52109445631627,0.879932779403657,0.530904690749898,1.86509892042532
