"event","spei12","spei_post","tree.uniqueID","Year","year_post","pred_mean","pred_50","pred_025","pred_975","Site","Species","Neighborhood","Region","hilo","hegyi","DBH","reduction","post1","post2","drought_fx","legacy_mean","legacy_50","legacy_025","legacy_975","scaled_leg","scaled_dfx","scaled_spei","Region1","rel_dfx","rel_leg"
"post1",-1.95712685884876,0.659049250066537,NA,1977,1978,1.08910210847201,1.08875463915817,1.07392791358256,1.10625221458007,NA,NA,1,NA,NA,6.43881570469906,61.3,NA,0.903507396206901,1.28694945900644,0.37506795449842,0.18559471226511,0.18524724295127,0.170420517375656,0.202744818373169,0.714846084666474,0.821119552198292,0.683695195595156,NA,1.20100237282421,0.871404957639207
"post1",-1.95712587970962,0.659050052760503,NA,1977,1978,1.08100886052853,1.08085905562265,1.06602055362698,1.0971804865564,NA,NA,3,NA,NA,4.98859753932994,77.7375,NA,0.986574251190186,1.16032847242455,0.136157182260347,0.0944346093383402,0.0942848044324659,0.0794463024367976,0.110606235366214,0.681067823603308,0.742830742753676,0.683694381031994,NA,1.08649531627336,0.920322583529894
"post1",-1.95512335132395,1.81925114544171,NA,1977,1978,1.03930243244008,1.03925246339604,1.00794780851035,1.07163661864672,NA,NA,1,NA,NA,1.58086270773203,75.88,NA,1.19518485937188,0.961867583813952,0.056703227742677,-0.155882426931806,-0.155932395975837,-0.187237050861527,-0.123548240725158,0.588315907707787,0.716794430340536,0.682028442263124,NA,1.05097439626132,0.819564780807861
"post1",-1.95248479000267,1.81151415627017,NA,1977,1978,1.03276864397881,1.03273631771819,1.00310330644657,1.06283019799343,NA,NA,2,NA,NA,1.19871466811338,74.7111111111111,NA,0.991640072277562,0.98603751316182,0.0609119058609315,0.0411285717012419,0.0410962454406251,0.0114632341690107,0.071190125715864,0.661315923399825,0.71817357451276,0.679833376450016,NA,1.05639646329657,0.920748686180329
"post1",-1.94727004748317,-0.844946555775485,NA,1959,1960,0.926352950588945,0.926242825291204,0.90778275994926,0.944828264467358,NA,NA,3,NA,NA,3.41243486916388,58.5333333333333,NA,1.09153989293746,0.518941831616812,0.058698665765558,-0.165186942348515,-0.165297067646256,-0.1837571329882,-0.146711628470102,0.584868233333567,0.717448316582954,0.675495139951058,NA,1.06210729604203,0.816713462733126
"post1",-1.9472699756242,-0.844946547645985,NA,1959,1960,0.931449979879808,0.931370596218601,0.912916848775396,0.949811146671582,NA,NA,1,NA,NA,0.758364760906737,74.1285714285714,NA,1.23276006632157,1.05310909405482,-0.238188202169826,-0.301310086441759,-0.301389470102966,-0.319843217546171,-0.282948919649985,0.534429467357029,0.620161286732158,0.675495080170311,NA,0.918084091116989,0.888945841144937
"post1",-1.94606279582611,-0.856365844024917,NA,1959,1960,0.941515849973132,0.941472382155626,0.924958492755318,0.958002663477367,NA,NA,3,NA,NA,2.68060013341147,70.9111111111111,NA,0.755516510793527,0.735408425270263,0.175958623159903,0.185999339179605,0.185955871362099,0.169441981961791,0.202486152683839,0.714996014220217,0.755873299993839,0.674490805953263,NA,1.12065767735048,0.947216294455914
"post1",-1.94606267488609,-0.856365833441888,NA,1959,1960,0.933568818159363,0.933498193981579,0.915930929235794,0.951726590503562,NA,NA,1,NA,NA,1.63981616831108,80.1125,NA,0.811199976567936,0.838741501931417,0.0733216648076064,0.122368841591427,0.122298217413643,0.104730952667858,0.140526613935626,0.691418511671331,0.722240135615588,0.674490705341122,NA,1.07079331100688,0.959014597650902
"post1",-1.94606247764519,-0.85636581618208,NA,1959,1960,0.950048447106484,0.95008722261115,0.933319067362631,0.967184085795315,NA,NA,2,NA,NA,2.65187406971096,78.45,NA,0.821675582666149,0.843384284875714,-0.177414729465496,0.128372864440335,0.128411639945001,0.111643484696482,0.145508503129167,0.693643228896393,0.64007618123133,0.67449054125293,NA,0.948977253324157,1.09302694942999
"post1",-1.91628074215116,-0.241206235517696,NA,2015,2016,0.996180862373502,0.996257288842966,0.984506380298688,1.0079729133587,NA,NA,2,NA,NA,8.65876125081241,29.02,NA,0.828727159904267,NA,0.343205416842905,0.167453702469235,0.167530128938699,0.155779220394421,0.17924575345443,0.708124155388632,0.81067849876413,0.649714588952436,NA,1.24774556789809,0.884290898024091
"post1",-1.91628074215116,NA,NA,2015,2016,NA,NA,NA,NA,NA,NA,2,NA,NA,11.915864817181,44.72,NA,NA,NA,0.388214075871532,NA,NA,NA,NA,NA,0.825427412331487,0.649714588952436,NA,1.27044617185272,NA
"post1",-1.91627993524413,-0.24120694762896,NA,2015,2016,0.996039728376408,0.996243173647733,0.986399143514832,1.00491929452133,NA,NA,3,NA,NA,7.76526391951823,36.2,NA,0.81735951279435,NA,0.156848875846453,0.178680215582058,0.178883660853383,0.169039630720482,0.187559781726983,0.712284002499145,0.749611215819306,0.649713917672212,NA,1.15375582303209,0.949106805077535
"post1",-1.91627993524413,NA,NA,2015,2016,NA,NA,NA,NA,NA,NA,3,NA,NA,4.77523811673798,37.75,NA,NA,NA,0.298021699052196,NA,NA,NA,NA,NA,0.79587222008955,0.649713917672212,NA,1.22495793678084,NA
"post1",-1.91627992847672,-0.241206953601337,NA,2015,2016,0.996019170916983,0.996142737460826,0.986401741274696,1.0044645198548,NA,NA,1,NA,NA,10.1342117147991,36.6,NA,0.645449678785136,NA,0.273677958122843,0.350569492131847,0.350693058675691,0.34095206248956,0.35901484106966,0.775975471363782,0.787895005513021,0.649713912042284,NA,1.2126799055855,0.986963286113436
"post1",-1.91627992847672,NA,NA,2015,2016,NA,NA,NA,NA,NA,NA,1,NA,NA,21.1017630362366,44.425,NA,NA,NA,0.25954007191081,NA,NA,NA,NA,NA,0.783262153384861,0.649713912042284,NA,1.20554930234261,NA
"post1",-1.91006153833108,-0.465890895458172,NA,2015,2016,0.987678036644581,0.987755017813782,0.975965885666243,0.999324263942853,NA,NA,2,NA,NA,1.39676843178644,61.1666666666667,NA,1.01243791431997,NA,-0.300527127687203,-0.0247598776753941,-0.0246828965061931,-0.0364720286537316,-0.0131136503771215,0.63690176443514,0.599733408093229,0.644540723338586,NA,0.930481793278687,1.08906665483609
"post1",-1.91006153833108,NA,NA,2015,2016,NA,NA,NA,NA,NA,NA,2,NA,NA,1.09968778627685,81.4833333333333,NA,NA,NA,-0.348391927591559,NA,NA,NA,NA,NA,0.584048564066679,0.644540723338586,NA,0.906146877797621,NA
"post1",-1.90799948484642,-0.459638075884824,NA,2015,2016,0.985411589261782,0.985522622901805,0.973456997138376,0.996658114473635,NA,NA,3,NA,NA,3.95360394742241,47.7,NA,1.23858190473814,0.981453212816596,-0.169451863120825,-0.253170315476353,-0.25305928183633,-0.265124907599759,-0.241923790264501,0.552267070639429,0.642685537519667,0.642825264587458,NA,0.999782636004699,0.859247877497859
"post1",-1.90799948484642,NA,NA,2015,2016,NA,NA,NA,NA,NA,NA,3,NA,NA,2.06277402580875,63.4,NA,NA,NA,-0.193307519982532,NA,NA,NA,NA,NA,0.634868263494194,0.642825264587458,NA,0.987621828929871,NA
"post1",-1.89651881364315,0.654487871226923,NA,1924,1925,0.999146089911218,0.999108561102947,0.984693129838119,1.01351250755188,NA,NA,1,NA,NA,29.6366519692156,34.3333333333333,NA,0.910962563081744,0.952179514249086,0.130893666431522,0.0881835268294735,0.0881459980212035,0.0737305667563753,0.102549944470137,0.678751561443299,0.741105938200615,0.633274291234448,NA,1.17027636911641,0.917707063746988
"post1",-1.89488940050593,-0.106698966609957,NA,1961,1962,0.981118406705086,0.981261028757124,0.970092542400902,0.991496198705898,NA,NA,2,NA,NA,6.58580169278099,44.1,NA,0.852913776145098,0.658904700547072,0.640904778805301,0.128204630559988,0.128347252612026,0.117178766255804,0.1385824225608,0.693580891889879,0.908231775253618,0.631918753637465,NA,1.43726035985739,0.764733530330281
"post1",-1.89488936111648,-0.106699771658984,NA,1961,1962,0.9797938324379,0.980006056472157,0.968756478214734,0.989753246958668,NA,NA,1,NA,NA,1.92716247242195,60.075,NA,0.840809215751405,0.797501341024305,0.384993140909759,0.138984616686495,0.139196840720751,0.127947262463329,0.148944031207262,0.69757528388756,0.824371942286778,0.631918720868685,NA,1.30455375835919,0.85096435477169
"post1",-1.89488934371614,-0.106700127295164,NA,1961,1962,0.979854811516334,0.980083314394059,0.968680761448731,0.989572623697986,NA,NA,3,NA,NA,2.92936347784094,61.95,NA,0.939893307972031,0.832353066126644,0.460276942467293,0.0399615035443031,0.040190006422028,0.0287874534766999,0.0496793157259554,0.660883480569925,0.849041734859089,0.631918706393035,NA,1.3435932917786,0.780677342957009
"post1",-1.8896275284068,0.666180175188183,NA,1924,1925,1.00240724130822,1.00241534165308,0.986772966780425,1.01773339066532,NA,NA,2,NA,NA,4.1247058818184,89.125,NA,0.925169301744138,1.02040397025123,0.15473713507634,0.0772379395640797,0.0772460399089432,0.0616036650362872,0.092564088921181,0.674695807969247,0.74891921826223,0.62754130920796,NA,1.19341819777166,0.901837333779768
"post1",-1.88242321023214,0.661032014049567,NA,1924,1925,0.998769280350086,0.998778133714119,0.983082748375355,1.01394598752964,NA,NA,3,NA,NA,1.57404386947489,89.9666666666667,NA,0.889338939991997,1.07873037652966,0.294650858248394,0.10943034035809,0.109439193722122,0.0937438083833577,0.124607047537646,0.686624308303913,0.79476762731257,0.621547909545649,NA,1.27869085408644,0.863951822776413
"post1",-1.87749274787877,1.84410342249556,NA,1977,1978,1.10752380274552,1.10765293151052,1.07719502022604,1.13799759342553,NA,NA,3,NA,NA,2.68060013341147,70.9111111111111,NA,0.872773821183034,0.978943552252344,0.222162587607022,0.234749981562491,0.234879110327488,0.204421199043003,0.265223772242492,0.733059968434145,0.771013903886667,0.617446170742987,NA,1.248714366402,0.960792553661967
"post1",-1.87749258202594,1.84410345793937,NA,1977,1978,1.12245076639978,1.12245423183647,1.09006716727573,1.15517999355309,NA,NA,1,NA,NA,2.47556318628629,73.3777777777778,NA,0.940158487723764,1.06217977280091,0.151930678274039,0.182292278676021,0.182295744112709,0.149908679551964,0.215021505829326,0.713622408295621,0.747999568805859,0.617446032767085,NA,1.2114412096126,0.954839291392809
"post1",-1.87749231153683,1.84410351574461,NA,1977,1978,1.09873137931179,1.09886858596968,1.06669532985151,1.13066046226165,NA,NA,2,NA,NA,2.83315618645059,73.8666666666667,NA,1.02674969954128,0.946925546766326,0.189911973788216,0.0719816797705105,0.0721188864284019,0.0399456303102331,0.103910762720369,0.672748165197654,0.760445681549599,0.617445807742412,NA,1.23159906831345,0.889643919110715
"post1",-1.87130483653885,0.709843474045563,NA,1977,1978,1.0873831858718,1.08722822541275,1.07203536105581,1.10424848742274,NA,NA,2,NA,NA,8.25094666732796,53.97,NA,0.822766886503732,1.04409103222483,0.422379741353639,0.264616299368065,0.264461338909021,0.249268474552084,0.281481600919005,0.744126567170245,0.836623179058204,0.612298337896634,NA,1.36636526228729,0.89112694187487
"post1",-1.84643126958229,0.626660947926656,NA,1977,1978,0.984319243962687,0.984262470951471,0.971511200007348,0.996893877674999,NA,NA,2,NA,NA,9.24782639937279,43.65,NA,0.881251139905757,0.865013670790566,0.168440074789397,0.10306810405693,0.103011331045715,0.0902600601015911,0.115642737769242,0.684266859465809,0.753409542520014,0.591605577779199,NA,1.27349972822806,0.913947485291685
"post1",-1.84643069820808,0.626661490905312,NA,1977,1978,0.984469581208594,0.984501231478474,0.971348449635314,0.996955645102532,NA,NA,3,NA,NA,4.75754666324936,64.35,NA,0.908799817340891,1.01572968383485,0.0663170755139142,0.0756697638677029,0.0757014141375836,0.062548632294423,0.0881558277616408,0.674114739646982,0.719944797689572,0.591605102442892,NA,1.21693473351858,0.942320731250315
